date,advertiser_id,advertiser_name,campaign_id,campaign_name,media_type,creative_id,creative_name,creative_size,landing_page,video_duration,country,province,video_type,device_type,demo_gender,demo_age,audience_id,audience_name,audience_type,spend,impressions,clicks,engagements,total_time_on_site,1s_time_on_site,conversions,video_started,video_completed_25,video_completed_50,video_completed_75,video_completed
2020-11-30,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,In-App,Female,,c_12m,Affordable Takeout Options,First Party,348.527469,54920,240,53,9722,175,0,0,0,0,0,0
2020-11-30,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Mobile (Web),Female,,c_12m,Affordable Takeout Options,First Party,234.075228,54657,197,28,3347,131,0,0,0,0,0,0
2020-11-30,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Desktop,Female,,c_12m,Affordable Takeout Options,First Party,71.216017,21899,38,5,527,26,0,0,0,0,0,0
2020-11-18,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Desktop,Female,,c_12m,Affordable Takeout Options,First Party,50.743699,14267,23,3,297,16,0,0,0,0,0,0
2020-11-18,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Mobile (Web),Female,,c_12m,Affordable Takeout Options,First Party,56.477873,13312,22,5,163,15,0,0,0,0,0,0
2020-11-29,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,In-App,Female,,c_12m,Affordable Takeout Options,First Party,52.546896,8525,46,8,658,29,0,0,0,0,0,0
2020-11-29,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Mobile (Web),Female,,c_12m,Affordable Takeout Options,First Party,32.906382,8192,38,3,223,27,0,0,0,0,0,0
2020-11-18,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,In-App,Female,,c_12m,Affordable Takeout Options,First Party,51.607484,8032,38,9,1207,28,0,0,0,0,0,0
2020-11-28,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Mobile (Web),Female,,c_12m,Affordable Takeout Options,First Party,25.969111,6114,9,1,116,8,0,0,0,0,0,0
2020-11-28,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,In-App,Female,,c_12m,Affordable Takeout Options,First Party,37.98595,6072,32,7,650,24,0,0,0,0,0,0
2020-11-27,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Mobile (Web),Female,,c_12m,Affordable Takeout Options,First Party,23.086108,5224,16,5,237,10,0,0,0,0,0,0
2020-11-27,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,In-App,Female,,c_12m,Affordable Takeout Options,First Party,28.148799,4318,17,5,154,12,0,0,0,0,0,0
2020-11-29,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Desktop,Female,,c_12m,Affordable Takeout Options,First Party,6.288599,3355,6,1,38,3,0,0,0,0,0,0
2020-11-25,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Mobile (Web),Female,,c_12m,Affordable Takeout Options,First Party,14.803065,3291,5,2,67,3,0,0,0,0,0,0
2020-11-26,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Mobile (Web),Female,,c_12m,Affordable Takeout Options,First Party,13.829238,3100,11,0,50,7,0,0,0,0,0,0
2020-11-23,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Mobile (Web),Female,,c_12m,Affordable Takeout Options,First Party,13.126449,3031,6,1,30,5,0,0,0,0,0,0
2020-11-26,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,In-App,Female,,c_12m,Affordable Takeout Options,First Party,18.059491,2903,13,4,126,10,0,0,0,0,0,0
2020-11-24,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Mobile (Web),Female,,c_12m,Affordable Takeout Options,First Party,9.554355,2187,9,0,47,6,0,0,0,0,0,0
2020-11-22,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Mobile (Web),Female,,c_12m,Affordable Takeout Options,First Party,9.38332,2184,2,1,93,2,0,0,0,0,0,0
2020-11-21,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Mobile (Web),Female,,c_12m,Affordable Takeout Options,First Party,8.974257,2127,7,0,25,4,0,0,0,0,0,0
2020-11-25,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,In-App,Female,,c_12m,Affordable Takeout Options,First Party,11.723429,1879,9,2,152,8,0,0,0,0,0,0
2020-11-23,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Desktop,Female,,c_12m,Affordable Takeout Options,First Party,5.834698,1589,1,0,5,1,0,0,0,0,0,0
2020-11-28,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Desktop,Female,,c_2fE,Chill Burger - Interest,First Party,3.809101,1522,2,0,8,1,0,0,0,0,0,0
2020-11-25,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Desktop,Female,,c_12m,Affordable Takeout Options,First Party,4.948793,1402,1,0,5,1,0,0,0,0,0,0
2020-11-23,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,In-App,Female,,c_12m,Affordable Takeout Options,First Party,8.447302,1385,6,2,57,3,0,0,0,0,0,0
2020-11-27,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Desktop,Female,,c_12m,Affordable Takeout Options,First Party,3.874557,1280,1,0,5,1,0,0,0,0,0,0
2020-11-24,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,In-App,Female,,c_12m,Affordable Takeout Options,First Party,7.238642,1155,7,1,148,5,0,0,0,0,0,0
2020-11-26,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Desktop,Female,,c_2fE,Chill Burger - Interest,First Party,3.587221,1154,2,0,5,1,0,0,0,0,0,0
2020-11-22,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,In-App,Female,,c_12m,Affordable Takeout Options,First Party,6.961528,1118,4,3,305,3,0,0,0,0,0,0
2020-11-20,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Mobile (Web),Female,,c_12m,Affordable Takeout Options,First Party,4.430036,1071,2,0,12,2,0,0,0,0,0,0
2020-11-21,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,In-App,Female,,c_12m,Affordable Takeout Options,First Party,6.328016,1048,5,1,96,3,0,0,0,0,0,0
2020-11-24,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Desktop,Female,,c_12m,Affordable Takeout Options,First Party,3.694593,998,1,0,11,1,0,0,0,0,0,0
2020-11-21,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Desktop,Female,,c_12m,Affordable Takeout Options,First Party,2.903891,876,0,0,0,0,0,0,0,0,0,0
2020-11-22,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Desktop,Female,,c_12m,Affordable Takeout Options,First Party,2.816291,719,2,0,0,0,0,0,0,0,0,0
2020-11-20,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Desktop,Female,,c_12m,Affordable Takeout Options,First Party,2.388326,643,0,0,0,0,0,0,0,0,0,0
2020-11-19,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Mobile (Web),Female,,c_12m,Affordable Takeout Options,First Party,2.038472,438,2,0,20,2,0,0,0,0,0,0
2020-11-20,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,In-App,Female,,c_12m,Affordable Takeout Options,First Party,2.642216,437,5,2,560,4,0,0,0,0,0,0
2020-11-19,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Desktop,Female,,c_12n,Chill Burger - Competitors,First Party,1.077989,256,1,0,0,0,0,0,0,0,0,0
2020-11-19,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,In-App,Female,,c_12m,Affordable Takeout Options,First Party,1.272807,194,0,0,0,0,0,0,0,0,0,0
2020-11-17,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Mobile (Web),Female,,c_2fF,Family Meal Planning,First Party,0.739458,166,1,0,0,0,0,0,0,0,0,0
2020-11-16,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Mobile (Web),Female,,c_2fE,Chill Burger - Interest,First Party,0.478816,112,1,0,9,1,0,0,0,0,0,0
2020-11-17,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Desktop,Female,,c_12m,Affordable Takeout Options,First Party,0.346821,104,0,0,0,0,0,0,0,0,0,0
2020-11-15,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Mobile (Web),Female,,c_12m,Affordable Takeout Options,First Party,0.399089,95,1,0,0,0,0,0,0,0,0,0
2020-11-16,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Desktop,Female,,c_3yI,Fast Food Keywords,First Party,0.181097,44,0,0,0,0,0,0,0,0,0,0
2020-11-16,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,0.247771,38,0,0,0,0,0,0,0,0,0,0
2020-11-17,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,In-App,Female,,c_12m,Affordable Takeout Options,First Party,0.177694,38,1,0,0,0,0,0,0,0,0,0
2020-11-15,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,In-App,Female,,c_2fF,Family Meal Planning,First Party,0.208688,35,0,0,0,0,0,0,0,0,0,0
2020-11-15,21059,Chill Burger,104573,Prospecting - Ontario,native,621994,"Buy 1, Get 1 Free Burger",,Why not visit today?,0,CA,ON,,Desktop,Female,,c_3yI,Fast Food Keywords,First Party,0.019527,5,0,0,0,0,0,0,0,0,0,0
2020-11-18,21059,Chill Burger,104573,Prospecting - Ontario,native,610751,Crunchy Chicken,,Ways to Make it a Combo,0,CA,ON,,Mobile (Web),Female,,c_12m,Affordable Takeout Options,First Party,37.545467,8496,22,4,423,14,0,0,0,0,0,0
2020-11-18,21059,Chill Burger,104573,Prospecting - Ontario,native,610751,Crunchy Chicken,,Ways to Make it a Combo,0,CA,ON,,Desktop,Female,,c_12m,Affordable Takeout Options,First Party,28.663192,6859,21,2,151,16,0,0,0,0,0,0
2020-11-27,21059,Chill Burger,104573,Prospecting - Ontario,native,610751,Crunchy Chicken,,Ways to Make it a Combo,0,CA,ON,,Mobile (Web),Female,,c_12m,Affordable Takeout Options,First Party,12.706116,2851,10,0,26,5,0,0,0,0,0,0
2020-11-28,21059,Chill Burger,104573,Prospecting - Ontario,native,610751,Crunchy Chicken,,Ways to Make it a Combo,0,CA,ON,,Mobile (Web),Female,,c_12m,Affordable Takeout Options,First Party,10.798708,2421,6,0,24,4,0,0,0,0,0,0
2020-11-30,21059,Chill Burger,104573,Prospecting - Ontario,native,610751,Crunchy Chicken,,Ways to Make it a Combo,0,CA,ON,,Mobile (Web),Female,,c_12m,Affordable Takeout Options,First Party,10.269381,2315,10,0,48,8,0,0,0,0,0,0
2020-11-29,21059,Chill Burger,104573,Prospecting - Ontario,native,610751,Crunchy Chicken,,Ways to Make it a Combo,0,CA,ON,,Mobile (Web),Female,,c_12m,Affordable Takeout Options,First Party,7.825444,1845,8,1,55,6,0,0,0,0,0,0
2020-11-26,21059,Chill Burger,104573,Prospecting - Ontario,native,610751,Crunchy Chicken,,Ways to Make it a Combo,0,CA,ON,,Mobile (Web),Female,,c_12m,Affordable Takeout Options,First Party,8.473121,1802,7,1,94,6,0,0,0,0,0,0
2020-11-30,21059,Chill Burger,104573,Prospecting - Ontario,native,610751,Crunchy Chicken,,Ways to Make it a Combo,0,CA,ON,,Desktop,Female,,c_12m,Affordable Takeout Options,First Party,5.225185,1384,2,0,4,1,0,0,0,0,0,0
2020-11-25,21059,Chill Burger,104573,Prospecting - Ontario,native,610751,Crunchy Chicken,,Ways to Make it a Combo,0,CA,ON,,Mobile (Web),Female,,c_12m,Affordable Takeout Options,First Party,5.330882,1138,5,1,23,3,0,0,0,0,0,0
2020-11-24,21059,Chill Burger,104573,Prospecting - Ontario,native,610751,Crunchy Chicken,,Ways to Make it a Combo,0,CA,ON,,Mobile (Web),Female,,c_12m,Affordable Takeout Options,First Party,4.653521,1048,3,0,2,1,0,0,0,0,0,0
